td0,td1,td2,td3,td4,td5,theta,phi
0.0010454545454545454,-0.001931818181818182,-0.0008636363636363636,-0.0029772727272727273,-0.0019090909090909091,0.0010681818181818182,0.847260052857863,5.7768211406822605
0.0010227272727272728,0.002659090909090909,0.003659090909090909,0.0016363636363636363,0.0026363636363636363,0.001,1.8150482160185484,3.5038867375268126
0.0008181818181818182,-0.00025,0.0005681818181818182,-0.0010681818181818182,-0.00025,0.0008181818181818182,2.840028866851568,5.006770509807507
-0.000840909090909091,-0.0007954545454545455,-0.001659090909090909,4.545454545454545e-05,-0.0008181818181818182,-0.0008636363636363636,0.41320662823643955,0.8216737192362678
-0.0016363636363636363,0.0009772727272727272,-0.0006590909090909091,0.0026136363636363636,0.0009772727272727272,-0.0016363636363636363,2.4309311918723475,2.1055851926941744
0.002568181818181818,0.0004318181818181818,0.0029772727272727273,-0.0021363636363636363,0.0004090909090909091,0.0025454545454545456,1.1004282853939589,4.554461193891351
-0.001681818181818182,0.00034090909090909094,-0.001340909090909091,0.002022727272727273,0.00034090909090909094,-0.001681818181818182,2.514237380682854,1.7748034280866922
0.0016363636363636363,0.0015454545454545454,0.003181818181818182,-9.09090909090909e-05,0.0015454545454545454,0.0016363636363636363,0.886036787021991,3.9556888777765837
0.002340909090909091,0.001840909090909091,0.004068181818181818,-0.0005,0.0017272727272727272,0.0022272727272727275,1.6766659511615472,4.051616826757697
0.0005909090909090909,0.00025,0.000840909090909091,-0.00034090909090909094,0.00025,0.0005909090909090909,2.9225654867373843,4.326979482877915
-0.0010454545454545454,-0.0027045454545454547,-0.00375,-0.001659090909090909,-0.0027045454545454547,-0.0010454545454545454,1.465264233438152,0.3669656975977947
-0.0022954545454545454,0.001340909090909091,-0.0008636363636363636,0.0036363636363636364,0.0014318181818181819,-0.0022045454545454547,1.1321788851944652,2.126963728444377
-0.00011363636363636364,0.00013636363636363637,2.2727272727272726e-05,0.00025,0.00013636363636363637,-0.00011363636363636364,3.0778098998379537,2.4071377499357944
0.00125,-0.0017727272727272728,-0.0005227272727272727,-0.003022727272727273,-0.0017727272727272728,0.00125,0.8373961237469818,5.664544820301447
-0.00027272727272727274,-0.0015681818181818182,-0.0018636363636363635,-0.0012954545454545454,-0.001590909090909091,-0.00029545454545454547,0.5874902778121848,0.17675313397998185
-0.0005,-0.0010227272727272728,-0.0015227272727272728,-0.0005227272727272727,-0.0010227272727272728,-0.0005,0.4000685087918795,0.4669993420908192
-0.0014318181818181819,-0.001340909090909091,-0.0027954545454545454,9.09090909090909e-05,-0.0013636363636363637,-0.0014545454545454545,2.394936574263344,0.8177534904837511
-0.0016363636363636363,-0.001931818181818182,-0.0036136363636363636,-0.00029545454545454547,-0.0019772727272727273,-0.001681818181818182,2.0703493001174023,0.7045108774402662
-4.545454545454545e-05,-0.00022727272727272727,-0.00027272727272727274,-0.0001818181818181818,-0.00022727272727272727,-4.545454545454545e-05,3.059361668523741,0.17576572553507103
0.0020454545454545456,0.0008863636363636364,0.002909090909090909,-0.001159090909090909,0.0008636363636363636,0.002022727272727273,2.280058713139174,4.309932903593818
0.0019772727272727273,-0.0020909090909090908,9.09090909090909e-05,-0.004068181818181818,-0.0018863636363636363,0.002181818181818182,1.7195231638020787,5.473458065518489
0.0014772727272727272,-0.0018863636363636363,-0.00029545454545454547,-0.003363636363636364,-0.0017727272727272728,0.001590909090909091,0.9567539597662357,5.585969627315595
-0.00038636363636363635,0.0001818181818181818,-0.00022727272727272727,0.0005681818181818182,0.0001590909090909091,-0.0004090909090909091,0.1506648267405844,1.9704356288705058
-0.0012045454545454545,-0.0008863636363636364,-0.0020909090909090908,0.0003181818181818182,-0.0008863636363636364,-0.0012045454545454545,2.604841778324613,0.9337195004095484
-0.0024545454545454545,0.00029545454545454547,-0.002159090909090909,0.00275,0.00029545454545454547,-0.0024545454545454545,2.132217293105554,1.6890642371914812
-6.818181818181818e-05,-0.0007045454545454546,-0.0007727272727272727,-0.0006363636363636364,-0.0007045454545454546,-6.818181818181818e-05,2.893760448612039,0.10546961395775667
-0.0003636363636363636,9.09090909090909e-05,-0.00027272727272727274,0.00045454545454545455,9.09090909090909e-05,-0.0003636363636363636,3.0122376425398807,1.7977219887921057
0.00029545454545454547,0.0023636363636363638,0.0026363636363636363,0.002068181818181818,0.002340909090909091,0.00027272727272727274,0.9451351760676772,3.2645098826997807
-0.0005,-0.0008863636363636364,-0.0013636363636363637,-0.00038636363636363635,-0.0008636363636363636,-0.0004772727272727273,0.35361867141345077,0.5128439129592718
0.0025,-0.0014318181818181819,0.001159090909090909,-0.003931818181818182,-0.001340909090909091,0.0025909090909090908,1.6979773071821538,5.209932757921956
-0.00045454545454545455,-0.002,-0.0024772727272727273,-0.0015454545454545454,-0.002022727272727273,-0.0004772727272727273,2.3486310619789568,0.22377415397067912
-0.001090909090909091,0.00175,0.0006818181818181819,0.002840909090909091,0.0017727272727272728,-0.0010681818181818182,0.7925033591657927,2.5875218779398814
0.001931818181818182,0.001590909090909091,0.0035,-0.00034090909090909094,0.0015681818181818182,0.0019090909090909091,2.116746964393606,4.026327322100705
-0.002818181818181818,-0.0005227272727272727,-0.003409090909090909,0.0022954545454545454,-0.0005909090909090909,-0.0028863636363636366,1.494215767890928,1.3757419108651532
0.0001590909090909091,-0.002909090909090909,-0.0027272727272727275,-0.003068181818181818,-0.0028863636363636366,0.0001818181818181818,1.5740292212913067,6.223942266215852
-0.00025,2.2727272727272726e-05,-0.00020454545454545454,0.00027272727272727274,4.545454545454545e-05,-0.00022727272727272727,0.08308843125480322,1.712488964781164
-0.0006363636363636364,-0.002681818181818182,-0.003409090909090909,-0.0020454545454545456,-0.0027727272727272726,-0.0007272727272727272,1.3075848078214425,0.24743252766354654
-0.002840909090909091,0.0006818181818181819,-0.0021136363636363635,0.003522727272727273,0.0007272727272727272,-0.0027954545454545454,1.6320765178784358,1.8208731107098632
-0.0001818181818181818,-0.0003636363636363636,-0.0005454545454545455,-0.0001818181818181818,-0.0003636363636363636,-0.0001818181818181818,0.137086354002034,0.4279633066408764
0.0005909090909090909,0.002022727272727273,0.0025909090909090908,0.0014318181818181819,0.002,0.0005681818181818182,2.3402848347287883,3.424332605608677
0.002068181818181818,0.001840909090909091,0.003840909090909091,-0.00022727272727272727,0.0017727272727272728,0.002,1.9356172018310749,3.984540253959862
0.002568181818181818,0.0012045454545454545,0.00375,-0.0013636363636363637,0.0011818181818181819,0.0025454545454545456,1.32977262801491,4.272152946914881
-0.00025,-0.002068181818181818,-0.002318181818181818,-0.0018181818181818182,-0.002068181818181818,-0.00025,2.3418242175132225,0.11975947712823674
0.0013181818181818182,-0.0009772727272727272,0.0003636363636363636,-0.0022954545454545454,-0.0009545454545454546,0.001340909090909091,2.5474201361194275,5.348177121553328
-0.0006590909090909091,-2.2727272727272726e-05,-0.0006818181818181819,0.0006363636363636364,-2.2727272727272726e-05,-0.0006590909090909091,2.9098897555881016,1.5354196012943495
0.0027045454545454547,-0.0010227272727272728,0.0017045454545454545,-0.003727272727272727,-0.001,0.0027272727272727275,1.6887170919335657,5.0673093381203405
-0.0003636363636363636,0.00022727272727272727,-0.00013636363636363637,0.0005909090909090909,0.00022727272727272727,-0.0003636363636363636,2.997511103535498,2.118057533049403
6.818181818181818e-05,0.0014772727272727272,0.0015454545454545454,0.001409090909090909,0.0014772727272727272,6.818181818181818e-05,2.6093292824615903,3.1952388138874004
-0.0001590909090909091,0.00125,0.0010681818181818182,0.001409090909090909,0.0012272727272727272,-0.0001818181818181818,2.699807019453024,3.0063343711365738
0.001340909090909091,0.002159090909090909,0.0034545454545454545,0.0008181818181818182,0.0021136363636363635,0.0012954545454545454,1.0371180059283052,3.692485820973468
0.0015227272727272728,0.0004090909090909091,0.0019090909090909091,-0.0011136363636363637,0.00038636363636363635,0.0015,0.5628764950018278,4.4472102627821455
0.0020454545454545456,-0.002068181818181818,2.2727272727272726e-05,-0.004113636363636364,-0.002022727272727273,0.0020909090909090908,1.4856109020068,5.492829058813403
-0.00022727272727272727,-0.00025,-0.0004772727272727273,-2.2727272727272726e-05,-0.00025,-0.00022727272727272727,0.11840709841290206,0.7115005018645023
0.002659090909090909,0.0011363636363636363,0.0037045454545454547,-0.0015227272727272728,0.0010454545454545454,0.002568181818181818,1.8140932367437872,4.317420802001303
0.0008181818181818182,0.0012954545454545454,0.0021136363636363635,0.0004772727272727273,0.0012954545454545454,0.0008181818181818182,0.5503965675008149,3.6989478006831047
-0.0027954545454545454,-0.0007954545454545455,-0.0036136363636363636,0.002,-0.0008181818181818182,-0.002818181818181818,1.6060046144900706,1.2935696335338343
-0.0011818181818181819,0.0009772727272727272,-0.00020454545454545454,0.002159090909090909,0.0009772727272727272,-0.0011818181818181819,0.5552222361226509,2.266549526100671
0.0005909090909090909,-0.0028636363636363638,-0.00225,-0.0034545454545454545,-0.002840909090909091,0.0006136363636363636,1.6070919637565164,6.073207368538986
0.0022045454545454547,-0.00034090909090909094,0.0019090909090909091,-0.0025454545454545456,-0.00029545454545454547,0.00225,0.8825577067921817,4.8530468007306204
0.0023863636363636366,-0.0005,0.0019090909090909091,-0.0028863636363636366,-0.0004772727272727273,0.002409090909090909,0.989430765296175,4.909511883229567
-0.00225,-0.0012954545454545454,-0.003568181818181818,0.0009545454545454546,-0.0013181818181818182,-0.0022727272727272726,1.1047067237008732,1.0490269429649142
-0.0022954545454545454,-0.0007272727272727272,-0.003022727272727273,0.0015681818181818182,-0.0007272727272727272,-0.0022954545454545454,0.9747164858224321,1.265957386091673
-0.00025,0.0010454545454545454,0.0007954545454545455,0.0012954545454545454,0.0010454545454545454,-0.00025,0.37790939680266195,2.8908392899697857
-0.0005909090909090909,0.0027727272727272726,0.0022272727272727275,0.003363636363636364,0.002818181818181818,-0.0005454545454545455,1.3870168625468131,2.9406503050768404
-0.00011363636363636364,0.0005454545454545455,0.00045454545454545455,0.0006590909090909091,0.0005681818181818182,-9.09090909090909e-05,2.9456650383639698,2.9575964869823066
0.002022727272727273,0.001840909090909091,0.0038181818181818182,-0.0001818181818181818,0.0017954545454545454,0.0019772727272727273,1.1955856895317563,3.974185495741683
-0.00011363636363636364,-0.002568181818181818,-0.002681818181818182,-0.0024545454545454545,-0.002568181818181818,-0.00011363636363636364,2.0659067489153493,0.04879742866914972
-0.0017272727272727272,0.0010681818181818182,-0.0005909090909090909,0.0027954545454545454,0.0011363636363636363,-0.001659090909090909,0.7661307583418957,2.1436306297195005
0.0,9.09090909090909e-05,6.818181818181818e-05,9.09090909090909e-05,6.818181818181818e-05,-2.2727272727272726e-05,3.1115433381843554,3.0035284577071613
0.0001818181818181818,0.0024545454545454545,0.0026363636363636363,0.0022727272727272726,0.0024545454545454545,0.0001818181818181818,0.9986247417705775,3.2118908868123763
0.00011363636363636364,0.0012045454545454545,0.0013181818181818182,0.001090909090909091,0.0012045454545454545,0.00011363636363636364,2.711844423904945,3.229455005667579
-0.0005454545454545455,0.00022727272727272727,-0.0003181818181818182,0.0007727272727272727,0.00022727272727272727,-0.0005454545454545455,2.9370927761907577,1.9472281153149227
